Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
Nouvelle histoire de la Suisse et des Suisses /,,2601030178; 9782601030174,Payot,Suisse--origines / 20e s.,6189,2601030178,,,,nouvelle histoire de la suisse et des suisses /  suisse--origines / 20e s. ,,2601030178,Nouvelle histoire de la Suisse et des Suisses,Georges Andrey,Payot Lausanne - Nadir,1986,,Switzerland,http://books.google.com/books/content?id=LY4vAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Le milieu de l'horizon /,"Butikofer, Roland",9782881828942; 2881828949,Zoé,,6190,9782881828942,,,,"le milieu de l'horizon / butikofer, roland  ",,9782881828942,Le milieu de l'horizon,Roland Buti,Editions Zoé,2013-05-02,"Gus a quitté l'enfance un été de canicule. Alors qu'il aide son père paysan, lit et relit ses bandes dessinées, se baigne dans un réservoir souterrain avec Mado, la fille perdue du village, son univers familier et rassurant se fissure. La mère de Gus, présence constante, tendre et complice s'éloigne peu à peu de lui, tandis que son père, pourtant véritable force de la nature, s'enferme dans sa chambre pour cuver son chagrin. L'impensable arrive. Gus doit alors prendre en main l'exploitation, guider les camions-citernes de l'armée vers les champs desséchés, traire les vaches trop pleines d'avoir été oubliées. Quand il découvre le secret de sa mère, dans une scène magnifique de pudeur, il vit la fin d'un monde. Roland Buti nous livre ici un récit ample, sensuel et puissant.",,
En finir avec Eddy Bellegueule : roman /,"Louis, Edouard, 1992-",9782021117707; 2021117707,Éditions du Seuil,Homophobie; [Récits personnels],6191,9782021117707,,,,"en finir avec eddy bellegueule : roman / louis, edouard, 1992- homophobie; [récits personnels] ",,9782021117707,En finir avec Eddy Bellegueule,Édouard Louis,Seuil,2014,"Je suis parti en courant, tout à coup. Juste le temps d'entendre ma mère dire Qu'est-ce qui fait le débile là ? Je ne voulais pas rester à leur côté, je refusais de partager ce moment avec eux. J'étais déjà loin, je n'appartenais plus à leur monde désormais, la lettre le disait. Je suis allé dans les champs et j'ai marché une bonne partie de la nuit, la fraîcheur du Nord, les chemins de terre, l'odeur de colza, très forte à ce moment de l'année. Toute la nuit fut consacrée à l'élaboration de ma nouvelle vie loin d'ici. En vérité, l'insurrection contre mes parents, contre la pauvreté, contre ma classe sociale, son racisme, sa violence, ses habitudes, n'a été que seconde. Car avant de m'insurger contre le monde de mon enfance, c'est le monde de mon enfance qui s'est insurgé contre moi. Très vite j'ai été pour ma famille et les autres une source de honte, et même de dégoût. Je n'ai pas eu d'autre choix que de prendre la fuite. Ce livre est une tentative pour comprendre. Édouard Louis a 21 ans. Il a déjà publié Pierre Bourdieu: l'insoumission en héritage (PUF, 2013). En finir avec Eddy Bellegueule est son premier roman.",Adolescence,http://books.google.com/books/content?id=a0XGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Numéro deux : roman /,"Foenkinos, David",9782072959028; 2072959020,Gallimard,Littérature française; Roman français,6192,9782072959028,,,,"numéro deux : roman / foenkinos, david littérature française; roman français ",,9782072959028,,,,,,,
Les ronces /,"Coulon, Cécile, 1990-",9791027801695,Le Castor astral,,6193,9791027801695,,,,"les ronces / coulon, cécile, 1990-  ",,9791027801695,Les ronces,Cécile Coulon,,2018-05-16,,,
Croire : sur les pouvoirs de la littérature : récit /,"Augier, Justine 1978-",2330174837; 9782330174835,Actes Sud,Littérature,6194,2330174837,,,,"croire : sur les pouvoirs de la littérature : récit / augier, justine 1978- littérature ",,2330174837,Croire,Justine Augier,,2023,,,
Mongolie /,,9782816171389; 2816171388,Lonely planet,Mongolie; Guides touristiques et de visite,6195,9782816171389,,,,mongolie /  mongolie; guides touristiques et de visite ,,9782816171389,,,,,,,
Phèdre /,"Racine, Jean, 1639-1699",9782070387632; 2070387631,Impr BCI; Gallimard,"Racine, Jean,--1639-1699.--Phèdre.",6196,9782070387632,,,,"phèdre / racine, jean, 1639-1699 racine, jean,--1639-1699.--phèdre. ",,9782070387632,Phèdre,"Jean Racine, Christian Delmas, Georges Forestier",Gallimard Education,1995,"Dans cette patrie de l'imaginaire qu'est la Grèce, dont les légendes onttant nourri notre inconscient, Phèdre, épouse de Thésée, est tombée amoureuse d'Hippolyte, son beau-fils. Prise entre sa passion et son devoir, transie d'amour et dévorée de culpabilité, elle erre dans le palais royal, cherchant l'amour d'Hippolyte autant qu'elle le fuit. Pour Freud, se heurter au tabou de l'inceste, c'est se condamner à mort : alors seulement le jour reprend sa pureté. Et Phèdre, la plus trouble des héroïnes de Racine, devra faire face aux conséquences de ses actes. Psychologie, mythe, récit épique, ici tout est violence. Le véritable monstre ne sort pas des flots : il est enfermé dans l'héroïne. [4e de couverture]",Drama,http://books.google.com/books/content?id=RxccPNZTeekC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Totoro et moi /,"Arrazola, Amaia",9782412087367; 2412087369,Firenze University Press,"Miyazaki, Hayao; Miyazaki, Hayao.--""Mononoke Hime""",6197,9782412087367,,,,"totoro et moi / arrazola, amaia miyazaki, hayao; miyazaki, hayao.--""mononoke hime"" ",,9782412087367,,,,,,,
Dormez en Peilz /,"Robert, Emmanuelle 1975-....",9782832112427; 2832112420,Slatkine,Thriller (roman),6198,9782832112427,,,,"dormez en peilz / robert, emmanuelle 1975-.... thriller (roman) ",,9782832112427,,,,,,,
Les heures et les jours /,"Roques, Dominique",9782205208023; 2205208020,Dargaud,Bandes dessinées,6199,9782205208023,,,,"les heures et les jours / roques, dominique bandes dessinées ",,9782205208023,,,,,,,
Astor /,"Moccia, Tito",9782889012138; 2889012131,Antipodes,Fonds marins; Livres d'images,6200,9782889012138,,,,"astor / moccia, tito fonds marins; livres d'images ",,9782889012138,Astor,Tito Moccia,,2021,"Un mystérieux coquillage, un marin attachant, des quantités de poissons et quelques monstres : une aventure sous-marine à travers le monde [4ème de couverture].",,
Nos mondes perdus /,"Montaigne, Marion",9782205208092; 2205208098,Dargaud,Paléontologie--Histoire; Bandes dessinées,6201,9782205208092,,,,"nos mondes perdus / montaigne, marion paléontologie--histoire; bandes dessinées ",,9782205208092,,,,,,,
Madame Bovary : Moeurs de province /,"Flaubert, Gustave",9782070413119; 207041311X,Gallimard,,6202,9782070413119,,,,"madame bovary : moeurs de province / flaubert, gustave  ",,9782070413119,Madame Bovary,"Gustave Flaubert, Thierry Laget",Gallimard Education,2001,"Fille d'un riche fermier, Emma Rouault épouse Charles Bovary, officier de santé et veuf récent d'une femme tyrannique. Élevée dans un couvent, Emma aspire à vivre dans le monde de rêve dont parlent les romans à l'eau de rose qu'elle y a lu. Un bal au château de Vaubyessard la persuade qu'un tel monde existe, mais le décalage qu'elle découvre avec sa propre vie déclenche chez elle une maladie nerveuse. La naissance d'une fille la distrait un peu, mais bientôt Emma cède aux avances de Rodolphe. Elle veut s'enfuir avec son amant qui, lâche, l'abandonne... [RERO]",Fiction,http://books.google.com/books/content?id=bzdlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"L'esprit permaculture : autonomie, santé & liberté : 100 fiches pratiques pour passer à l'action /","Chatry, Stéphane 19..-....",9782813228772; 281322877X,Trédaniel,Permaculture,6203,9782813228772,,,,"l'esprit permaculture : autonomie, santé & liberté : 100 fiches pratiques pour passer à l'action / chatry, stéphane 19..-.... permaculture ",,9782813228772,L'esprit permaculture,Stéphane Chatry,,2023-05-25,,,
Comme à Beyrouth : 80 recettes d'Alan Geaam /,"Geaam, Alan 1974-....",9782381840574; 2381840575,Webedia Books,Livres de cuisine; Cuisine libanaise,6204,9782381840574,,,,"comme à beyrouth : 80 recettes d'alan geaam / geaam, alan 1974-.... livres de cuisine; cuisine libanaise ",,9782381840574,Comme à Beyrouth,Alan Geaam,,2023,,,
"Cuisine thaïlandaise maison : 100 recettes, techniques et conseils pour cuisiner chez soi comme en Thaïlande /","Souksisavanh, Orathay",9782501179379; 2501179374,Marabout,Cuisine thaïlandaise,6205,9782501179379,,,,"cuisine thaïlandaise maison : 100 recettes, techniques et conseils pour cuisiner chez soi comme en thaïlande / souksisavanh, orathay cuisine thaïlandaise ",,9782501179379,,,,,,,
La grande épopée de Picsou : intégrale /,"Rosa, Don",9782723491655; 272349165X; 9782723494939; 2723494934; 9782723498029; 2723498026; 9782344001561; 2344001565; 9782344003978; 2344003975; 9782344003985; 2344003983; 9782344003992; 2344003991,Glénat,Bandes dessinées,6206,9782723491655,,,,"la grande épopée de picsou : intégrale / rosa, don bandes dessinées ",,9782723491655,,,,,,,
La dynastie Donald Duck : intégrale /,"Barks, Carl",9782723480185; 2723480186; 9782723481786; 2723481786; 9782723483131; 2723483134; 9782723483148; 2723483142; 9782723485753; 2723485757; 9782723487863; 2723487865; 9782723488891; 2723488896; 9782723489003; 2723489000; 9782723489010; 2723489019; 978272349298,Glénat,Bandes dessinées,6207,9782723480185,,,,"la dynastie donald duck : intégrale / barks, carl bandes dessinées ",,9782723480185,,,,,,,
Des souris et des hommes /,"Steinbeck, John",9791091472074,Tishina,"Steinbeck. ""Des souris et des hommes""; Bandes dessinées",6208,9791091472074,,,,"des souris et des hommes / steinbeck, john steinbeck. ""des souris et des hommes""; bandes dessinées ",,9791091472074,,,,,,,
Les masques éphémères : [une enquête du commissaire Brunetti] /,"Leon, Donna, 1942-",9782702184066; 2702184065,Calmann-Lévy,Corruption; Venise (Italie); Roman policier américain; Roman policier,6209,9782702184066,,,,"les masques éphémères : [une enquête du commissaire brunetti] / leon, donna, 1942- corruption; venise (italie); roman policier américain; roman policier ",,9782702184066,Les masques éphémères,Donna Leon,,2022,"Au Campo Santa Margherita un doux soir d'été, deux étudiantes américaines partent en balade dans la lagune avec deux beaux Vénitiens et sont grièvement blessées dans un accident de bateau.L'incident semble anodin, mais la curiosité du commissaire Guido Brunetti est piquée par le comportement des garçons, qui ont abandonné les victimes à l'entrée de l'hôpital. Le commissaire en est certain, ces deux suspects ont un secret à protéger.Aidé par sa collègue Claudia Griffoni, Brunetti découvre un vaste réseau de corruption où des bateliers véreux sont impliqués dans un sinistre trafic nocturne. Brunetti va devoir travailler de pair avec la Guardia Costiera en sillonnant les canaux sombres et sinueux de la ville pour faire éclater cette affaire au grand jour.La trentième enquête du commissaire Brunetti est un véritable tour de force sur le crime organisé vénitien. payot.ch",Romans policiers,http://books.google.com/books/content?id=Ns1TzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Récitatif /,"Morrison, Toni, 1931-2019",9782267046915; 2267046911,Christian Bourgois éditeur,,6210,9782267046915,,,,"récitatif / morrison, toni, 1931-2019  ",,9782267046915,,,,,,,
L'inconnu du Nord-Express /,"Highsmith, Patricia 1921-1995",9782702180914; 2702180914,Calmann-Lévy,,6211,9782702180914,,,,"l'inconnu du nord-express / highsmith, patricia 1921-1995  ",,9782702180914,L'inconnu du Nord-Express,Patricia Highsmith,,1994,,,
La décoration /,"Gubert, Romain",224682544X; 9782246825449,Bernard Grasset,Décorations (insignes)--France--Histoire,6212,224682544X,,,,"la décoration / gubert, romain décorations (insignes)--france--histoire ",,224682544X,,,,,,,
Nocturne pour le commissaire Ricciardi /,"De Giovanni, Maurizio 1958-....",9782743657857; 2743657855,Rivages,,6213,9782743657857,,,,"nocturne pour le commissaire ricciardi / de giovanni, maurizio 1958-....  ",,9782743657857,,,,,,,
Le dragon du Muveran : roman policier /,"Voltenauer, Marc, 1973-",9782940486595; 294048659X; 9781234567897; 123456789X,Plaisir de lire,,6214,9782940486595,,,,"le dragon du muveran : roman policier / voltenauer, marc, 1973-  ",,9782940486595,Münzsammlung Christoph Sedlmaier,,,1969,,,
L'immortel : nouvelles et brefs récits /,"Moravia, Alberto",9782382922675; 2382922672,Bouquins,Nouvelles italiennes,6215,9782382922675,,,,"l'immortel : nouvelles et brefs récits / moravia, alberto nouvelles italiennes ",,9782382922675,L'immortel,Alberto Moravia,,2023,,,
Personne ne sait que tu es là /,"Voïta, Laurence",9782940647255; 2940647259,Les Éditions Romann,Roman policier suisse de langue française,6216,9782940647255,,,,"personne ne sait que tu es là / voïta, laurence roman policier suisse de langue française ",,9782940647255,,,,,,,
L'aigle de sang /,"Voltenauer, Marc, 1973-",9782889440948; 288944094X,Slatkine & Cie,Roman policier suisse,6217,9782889440948,,,,"l'aigle de sang / voltenauer, marc, 1973- roman policier suisse ",,9782889440948,,,,,,,
L'homme et la mort /,"Morin, Edgar, 1921-",2020027046; 9782020027045; 9782020044882; 2020044889,Seuil,Mort--Philosophie.; Mort--Anthropologie.; Sociologie de la mort.; homme (être humain)--mort--* anthropologie,6218,2020027046,,,,"l'homme et la mort / morin, edgar, 1921- mort--philosophie.; mort--anthropologie.; sociologie de la mort.; homme (être humain)--mort--* anthropologie ",,2020027046,,,,,,,
Le procès de Nuremberg /,"Wieviorka, Annette",9782867468926; 2867468922,Liana Levi,"Criminels de guerre allemands; Nuremberg, Procès de (1945-1946)",6219,9782867468926,,,,"le procès de nuremberg / wieviorka, annette criminels de guerre allemands; nuremberg, procès de (1945-1946) ",,9782867468926,Le procès de Nuremberg,,,2017-02-02,"Allemagne, octobre 1945. Les puissances victorieuses de la Seconde Guerre mondiale s'apprêtent à juger les crimes commis par les nazis. Durant un an défileront devant une cour internationale des responsables de l'Allemagne hitlérienne, sous les yeux attentifs de la presse du monde entier. S'appuyant sur de nombreux documents et témoignages consignés au moment du procès, Annette Wieviorka présente une vision d'ensemble de cet événement majeur du xxe siècle, depuis sa genèse – problématique – jusqu'aux répercussions considérables qu'il eut sur la conception d'une justice internationale.",,
Les trois mousquetaires /,"Dumas, Alexandre, 1802-1870",9782070417681; 2070417689,Gallimard,,6220,9782070417681,,,,"les trois mousquetaires / dumas, alexandre, 1802-1870  ",,9782070417681,,,,,,,
La guerre les avait jetés là : roman /,"Laville, Pierre",2221258584; 9782221258583,Robert Laffont,,6221,2221258584,,,,"la guerre les avait jetés là : roman / laville, pierre  ",,2221258584,,,,,,,
L'arrivée : $b de Contantine à Paris /,"Stora, Benjamin",9791021054448,Tallandier,"Stora, Benjamin--Jeunesse; Assimilation (sociologie); Pieds-noirs; Autobiographie",6222,9791021054448,,,,"l'arrivée : $b de contantine à paris / stora, benjamin stora, benjamin--jeunesse; assimilation (sociologie); pieds-noirs; autobiographie ",,9791021054448,,,,,,,
La maîtresse italienne : roman /,"Rouart, Jean-Marie",9782073041081; 2073041086,Gallimard,,6223,9782073041081,,,,"la maîtresse italienne : roman / rouart, jean-marie  ",,9782073041081,,,,,,,
"Linguistique et discours littéraire : théorie et pratique des textes : avec des études sur Beaumarchais, André Breton /","Adam, Jean-Michel",2030360139; 9782030360132,Larousse,explication de texte--littérature--[manuel],6224,2030360139,,,,"linguistique et discours littéraire : théorie et pratique des textes : avec des études sur beaumarchais, andré breton / adam, jean-michel explication de texte--littérature--[manuel] ",,2030360139,,,,,,,
"De l'attirance à l'expérience de l'Inde : un Vaudois à la marge du colonialisme anglais, Antoine-Louis-Henri Polier (1741-1795) : une biographie transnationale /","Veyrassat, Béatrice 1942-....",9782889500901; 288950090X,Livreo-Alphil,"Polier, Antoine-Louis-Henri; Biographie",6225,9782889500901,,,,"de l'attirance à l'expérience de l'inde : un vaudois à la marge du colonialisme anglais, antoine-louis-henri polier (1741-1795) : une biographie transnationale / veyrassat, béatrice 1942-.... polier, antoine-louis-henri; biographie ",,9782889500901,,,,,,,
Isabelle de Charrière : écrire pour vivre autrement /,"Cossy, Valérie",9782880749514; 2880749514,Swissprinters; Presses polytechniques et universitaires romandes,"Charrière, Isabelle de",6226,9782880749514,,,,"isabelle de charrière : écrire pour vivre autrement / cossy, valérie charrière, isabelle de ",,9782880749514,,,,,,,
Non-lieux : introduction à une anthropologie de la surmodernité /,"Augé, Marc, 1935-",2020125269; 9782020125260,Éditions du Seuil,ethnologie--20e s. (fin); anthropologie--20e s. (fin); espace--lieu--* ethnologie; anonymat--identité--solitude--* ethnologie; Anthropologie urbaine--France.; Civilisation moderne.; Modernité.; Perception spatiale.; Ethnologie--Philosophie.; Civilisation--1950-....; Sociologie du quotidien.,6227,2020125269,,,,"non-lieux : introduction à une anthropologie de la surmodernité / augé, marc, 1935- ethnologie--20e s. (fin); anthropologie--20e s. (fin); espace--lieu--* ethnologie; anonymat--identité--solitude--* ethnologie; anthropologie urbaine--france.; civilisation moderne.; modernité.; perception spatiale.; ethnologie--philosophie.; civilisation--1950-....; sociologie du quotidien. ",,2020125269,,,,,,,
"Histoire de la Suisse et des Suisses dans la marche du monde : (XVIIe siècle – Première Guerre mondiale) : espaces, circulations, échanges /","Veyrassat, Béatrice",9782889500192; 2889500195,Livreo-Alphil,Suisses--A l'étranger--Histoire,6228,9782889500192,,,,"histoire de la suisse et des suisses dans la marche du monde : (xviie siècle – première guerre mondiale) : espaces, circulations, échanges / veyrassat, béatrice suisses--a l'étranger--histoire ",,9782889500192,,,,,,,
Commerce et urbanisme commercial dans la fabrique de la ville durable /,"Dugot, Philippe",2810705739; 9782810705733,Impr SEPEC; Presses Universitaires du midi,Magasins--Localisation; Commerce; Urbanisme; Urbanisme durable,6229,2810705739,,,,"commerce et urbanisme commercial dans la fabrique de la ville durable / dugot, philippe magasins--localisation; commerce; urbanisme; urbanisme durable ",,2810705739,Commerce et urbanisme commercial dans la fabrique de la ville durable,Philippe Dugot,,2019-02-28,,,
Le rêve éveillé en psychothérapie : essai sur la fonction de régulation de l'inconscient collectif /,"Desoille, Robert",,Presses Univ de France,Inconscient collectif; Psychothérapie; Rêve éveillé,6230,,,,,"le rêve éveillé en psychothérapie : essai sur la fonction de régulation de l'inconscient collectif / desoille, robert inconscient collectif; psychothérapie; rêve éveillé ",,,,,,,,,
Les revenants : les vivants et les morts dans la société médiévale /,"Schmitt, Jean-Claude",2070736571; 9782070736577,Gallimard,fantôme--mort--Europe occidentale--Moyen-Âge,6231,2070736571,,,,"les revenants : les vivants et les morts dans la société médiévale / schmitt, jean-claude fantôme--mort--europe occidentale--moyen-âge ",,2070736571,Les revenants,Jean-Claude Schmitt,Editions Gallimard,1994,Une étude des textes relatifs aux revenants pendant le Moyen Age; la peur de la mort; les apparitions; la croyance populaire; la religion chrétienne; etc.,"Civilization, Medieval",http://books.google.com/books/content?id=rQSCAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Les naturalistes : à la découverte de la Suisse et du monde (1800-2015) /,,9783039193578; 3039193570,Hier und Jetzt,Naturalistes; Sciences naturelles; Recherche; Savants suisses; 19e siècle-21e siècle (début); Suisse,6232,9783039193578,,,,les naturalistes : à la découverte de la suisse et du monde (1800-2015) /  naturalistes; sciences naturelles; recherche; savants suisses; 19e siècle-21e siècle (début); suisse ,,9783039193578,,,,,,,
Le spectre et le voyant : les échanges entre morts et vivants en Islande /,"Pons, Christophe",2840502313; 9782840502319,Presses de l'Université de Paris-Sorbonne,mort--* ethnologie--Islande - nord-ouest; ancêtre--réincarnation--* ethnologie--Islande - nord-ouest; médiumnité--Islande,6233,2840502313,,,,"le spectre et le voyant : les échanges entre morts et vivants en islande / pons, christophe mort--* ethnologie--islande - nord-ouest; ancêtre--réincarnation--* ethnologie--islande - nord-ouest; médiumnité--islande ",,2840502313,,,,,,,
Du rêve de vengeance à la haine politique /,"Grappe-Nahoum, Véronique",2283019311; 9782283019313,Buchet-Chastel,société (milieu humain)--vengeance; haine--vie politique,6234,2283019311,,,,"du rêve de vengeance à la haine politique / grappe-nahoum, véronique société (milieu humain)--vengeance; haine--vie politique ",,2283019311,Du rêve de vengeance à la haine politique,Véronique Nahoum-Grappe,,2003,"La figure de la vengeance s'inscrit partout ou presque dans la culture contemporaine. Elle revient comme un leitmotiv dans l'actualité, telle que nous la rapportent les journaux ou la télévision, mais aussi au cinéma ou dans les bandes dessinées, mettant en scène un ennemi qu'il faut anéantir. Cette exigence est présentée comme le contre-don d'une violence subie, par soi-même ou par d'autres, à laquelle il faut répondre par un excès. La séduction du "" rêve de vengeance "" pourrait sembler relever de cultures désuètes ou communautaires résiduelles dans une société démocratique ouverte et régulée en principe par le droit. En fait, elle semble nourrir et valoriser les formes modernes de la haine politique, comme on l'observe avec la xénophobie ou avec les dérapages de certains conflits nationaux et internationaux. Examinant les pratiques sociales et les cultures contemporaines, les confrontant avec ce que dit la tragédie classique, Véronique Nahoum-Grappe montre comment cette dérive s'articule sur une construction perverse que la réalité dément.",Hate,
La fabrique du consommateur : une histoire de la société marchande /,"Galluzzo, Anthony",9782355221422; 2355221421,La Découverte,Société de consommation--Histoire; Publicité--Histoire; Politique commerciale,6235,9782355221422,,,,"la fabrique du consommateur : une histoire de la société marchande / galluzzo, anthony société de consommation--histoire; publicité--histoire; politique commerciale ",,9782355221422,,,,,,,
Faces : une histoire du visage /,"Belting, Hans",9782070143689; 2070143686,Gallimard,Visage--Dans l'art--Histoire; Portraits--Histoire,6236,9782070143689,,,,"faces : une histoire du visage / belting, hans visage--dans l'art--histoire; portraits--histoire ",,9782070143689,,,,,,,
Le chant du silence : roman noir /,"Loubry, Jérôme 1976-....",2702180078; 9782702180075,Calmann-Lévy,,6237,2702180078,,,,"le chant du silence : roman noir / loubry, jérôme 1976-....  ",,2702180078,Le chant du silence,Jérôme Loubry,,2023,,,
"Le Vorort, mythe ou réalité : histoire de l'Union suisse du commerce et de l'industrie, 1870-1970 /","Wehrli, Bernhard",,A la Baconnière,Union suisse du commerce et de l'industrie (Suisse).--Vorort--19e siècle; Union suisse du commerce et de l'industrie (Suisse).--Vorort--20e siècle; Union suisse du commerce et de l'industrie (Suisse)--1870 / 1970,6238,,,,,"le vorort, mythe ou réalité : histoire de l'union suisse du commerce et de l'industrie, 1870-1970 / wehrli, bernhard union suisse du commerce et de l'industrie (suisse).--vorort--19e siècle; union suisse du commerce et de l'industrie (suisse).--vorort--20e siècle; union suisse du commerce et de l'industrie (suisse)--1870 / 1970 ",,,,,,,,,
En dialogue avec le monde : les entreprises suisses aux XIXe et XXe siècles /,"Franc, Andrea",9783039195176; 3039195174,Hier & Jetzt,Entreprises--Suisse--19e siècle; Entreprises--Suisse--20e siècle,6239,9783039195176,,,,"en dialogue avec le monde : les entreprises suisses aux xixe et xxe siècles / franc, andrea entreprises--suisse--19e siècle; entreprises--suisse--20e siècle ",,9783039195176,En dialogue avec le monde,Andrea Franc,,2021,,,
Développement économique et Etat central (1815-1914) : un siècle de politique douanière suisse au service des élites /,"Humair, Cédric",3039103903; 9783039103904,Peter Lang,Commerce extérieur--Suisse--19e siècle; Commerce extérieur--Suisse--1900-1945; Politique économique--Suisse--1900-1945; Politique économique--Suisse--19e siècle; Douanes--Suisse--19e siècle; Douanes--Suisse--1900-1945; douanes--Suisse--1815 / 1914; commerce extérieur--politique économique--Suisse--1815 / 1914,6240,3039103903,,,,"développement économique et etat central (1815-1914) : un siècle de politique douanière suisse au service des élites / humair, cédric commerce extérieur--suisse--19e siècle; commerce extérieur--suisse--1900-1945; politique économique--suisse--1900-1945; politique économique--suisse--19e siècle; douanes--suisse--19e siècle; douanes--suisse--1900-1945; douanes--suisse--1815 / 1914; commerce extérieur--politique économique--suisse--1815 / 1914 ",,3039103903,,,,,,,
Bauernstand und Bürgerblock : Ernst Laur und der Schweizerische Bauernverband 1897-1918 /,"Baumann, Werner",3280023068; 9783280023068,Orell Füssli,"paysan--Laur, Ernst--Union Suisse des paysans (Suisse)--1897 / 1918",6241,3280023068,,,,"bauernstand und bürgerblock : ernst laur und der schweizerische bauernverband 1897-1918 / baumann, werner paysan--laur, ernst--union suisse des paysans (suisse)--1897 / 1918 ",,3280023068,Bauernstand und Bürgerblock,Werner Baumann,,1993,,Agriculture and state,http://books.google.com/books/content?id=CicfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Comment aimer sa fille : roman /,"Blwm, Hiylah 1969-....",9782221259719; 2221259718,Robert Laffont,,6242,9782221259719,,,,"comment aimer sa fille : roman / blwm, hiylah 1969-....  ",,9782221259719,,,,,,,
"Le négationnisme : histoire, concepts et enjeux internationaux /","Courouble-Share, Stéphanie 1971-....",9782212569933; 2212569939,Editions Eyrolles,Négationnisme (Shoah),6243,9782212569933,,,,"le négationnisme : histoire, concepts et enjeux internationaux / courouble-share, stéphanie 1971-.... négationnisme (shoah) ",,9782212569933,,,,,,,
La Constitution de 1848 : l'acte fondateur de la Suisse moderne /,"Meuwly, Olivier, 1963-",9782889681129; 2889681122,Infolio,"Suisse.--""Constitution de 1848""",6244,9782889681129,,,,"la constitution de 1848 : l'acte fondateur de la suisse moderne / meuwly, olivier, 1963- suisse.--""constitution de 1848"" ",,9782889681129,,,,,,,
"Le droit d'être suisse : acquisition, perte et retrait de la nationalité de 1848 à nos jours /","Studer, Brigitte, 1955-",9782889010417; 2889010414,Antipodes,Nationalité; Naturalisation; Nationalité - Perte; 19e siècle (2e moitié)-21e siècle (début); Citoyenneté; Bürgerrecht; Einbürgerung; Schweizer Bürgerrecht; Kantonsbürgerrecht; Gemeindebürgerrecht; Erwerb des Bürgerrechts; Verlust des Bürgerrechts; Entzug des Bürgerrechts; zweiter Weltkrieg; Rechtsgeschichte; Voraussetzung(allgemein); Citoyenneté--Suisse--1800-....; Suisse; Bern(Stadt); Basel-Stadt(Kanton); Basel(Stadt); Genf(Kanton); Genf(Stadt); Schweiz,6245,9782889010417,,,,"le droit d'être suisse : acquisition, perte et retrait de la nationalité de 1848 à nos jours / studer, brigitte, 1955- nationalité; naturalisation; nationalité - perte; 19e siècle (2e moitié)-21e siècle (début); citoyenneté; bürgerrecht; einbürgerung; schweizer bürgerrecht; kantonsbürgerrecht; gemeindebürgerrecht; erwerb des bürgerrechts; verlust des bürgerrechts; entzug des bürgerrechts; zweiter weltkrieg; rechtsgeschichte; voraussetzung(allgemein); citoyenneté--suisse--1800-....; suisse; bern(stadt); basel-stadt(kanton); basel(stadt); genf(kanton); genf(stadt); schweiz ",,9782889010417,Le droit d'être suisse,"Brigitte Studer, Gérald Arlettaz, Regula Argast",,2013-04-01,"Ce livre analyse les normes légales et les critères qui ont structuré l'acquisition, le refus et le retrait de la nationalité suisse de 1848 à nos jours. Il prend en compte l'impact du discours des experts et des agents de l'Etat, ainsi que les interventions des acteurs sociaux et il met en lumière les procédures politico-administratives à travers l'analyse de nombreux cas. Dans un contexte de forte mobilité des populations, la politique de naturalisation constitue un des éléments clés de l'intégration, mais aussi de l'évolution de la société nationale. Cette politique pose non seulement la question de l'appartenance et de la notion de citoyenneté, mais elle apparaît également comme un instrument de gestion de la société nationale et de la population du pays. Contribution importante à la recherche internationale sur un thème sensible et dune grande actualité politique en Suisse comme en Europe, la perspective historique de cet ouvrage met en lumière les enjeux du débat actuel et permet de concevoir une politique de naturalisation adéquate.",,
